1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
2.1346,1.4593,1.4074,0.7954,0.9492,0.8935,0.8568,1.2972,0.7376,1.1239,0.4225,0.2682,0.7824,0.4685,0.4673,1.0119,0.8625,0.623,1.0333
2.3213,1.3606,1.1118,0.7488,1.0776,0.6791,0.9722,1.5906,0.8636,0.7995,0.4944,0.4258,0.7462,0.4993,0.6052,1.1727,1.0272,0.6974,0.8337
1.6706,1.7097,1.284,0.7389,0.8014,0.5694,1.1396,1.652,0.7957,0.8294,0.4847,0.4221,0.8592,0.5725,0.5288,0.815,0.9449,1.1279,0.713
1.8074,1.6343,1.2976,0.7797,0.8427,0.7959,0.9902,1.5482,0.6433,1.0508,0.4862,0.4882,0.8668,0.6255,0.769,0.7275,0.7851,0.8571,1.4901
2.0316,1.6129,1.111,0.8692,0.832,1.0773,0.974,0.9355,0.4929,0.6016,0.5087,0.4725,0.9779,0.5169,0.5285,0.9913,0.8579,0.8573,1.0663
1.7422,2.1227,1.175,0.7833,1.1517,0.8014,1.2265,1.4947,0.8033,0.8182,0.2835,0.4155,0.6268,0.6495,0.646,0.9936,0.8223,0.8408,1.1892
2.5389,1.3168,1.4574,0.831,0.9378,0.8661,1.0388,1.4779,0.4688,0.8952,0.4475,0.5619,0.7808,0.6331,0.5572,1.0676,0.8042,0.7831,0.7493
1.9338,1.6008,1.257,0.7679,0.9377,0.7522,0.7735,1.1498,0.4468,1.1677,0.4325,0.3488,0.6745,0.5797,0.5844,1.0831,0.6868,0.7927,1.0196
2.5612,1.8511,1.4171,0.7716,1.0121,0.7444,1.005,1.4462,0.7391,1.045,0.4009,0.517,0.7292,0.4366,0.7412,1.519,1.0149,0.801,1.1197
1.9356,1.6156,1.6393,0.5523,0.9289,0.7167,1.0994,0.948,0.623,1.0413,0.6292,0.6729,0.8936,0.7085,0.5878,1.1497,0.9956,0.4985,1.3098
1.8352,2.2261,1.0816,0.9921,0.6934,0.7511,1.0684,1.2186,0.5809,0.7858,0.4501,0.4461,0.8786,0.4528,0.5369,0.8946,0.9115,0.8527,1.3867
1.9446,1.729,0.9602,0.987,1.282,0.6679,0.9604,1.5426,1.0387,1.0411,0.5711,0.4411,0.9225,0.5668,0.681,1.0298,0.9064,0.8147,1.4308
1.7206,1.955,1.3273,0.8363,0.9679,0.8496,0.9478,2.0819,0.6201,0.9429,0.5525,0.4068,0.7068,0.5908,0.7356,1.5187,0.7553,0.7319,0.9847
2.3578,1.4345,1.1026,0.6223,1.281,0.7763,1.0234,1.1563,0.5405,1.0693,0.4494,0.3292,0.746,0.6239,0.7067,0.9889,0.893,0.909,1.0632
1.7111,1.585,1.1607,0.7774,1.0179,0.6509,0.9018,1.1285,0.8661,0.6618,0.4647,0.4631,0.7774,0.5459,0.8291,1.0029,0.6744,0.8465,1.0963
2.7627,2.1864,1.2105,0.7121,1.3799,0.5762,0.9274,1.3318,0.7239,1.0626,0.4537,0.4308,0.7312,0.5225,0.6197,0.8241,0.8973,0.7401,1.0123
1.7788,2.1405,1.0833,0.7916,0.8268,0.7224,0.7799,1.1009,0.556,1.131,0.4564,0.472,0.7126,0.5967,0.5075,1.3108,0.8269,0.5794,1.2784
2.4733,2.0988,1.11,0.8708,0.7566,0.792,1.1737,1.4175,0.4755,1.1522,0.5645,0.3129,0.5921,0.6244,0.498,1.0086,0.9141,0.7589,1.0325
1.9878,1.635,1.3931,0.9142,1.0248,0.936,0.8882,1.5511,0.5082,0.9341,0.4965,0.5341,0.7809,0.6272,0.7773,1.1477,0.8735,0.6373,1.0696
2.3404,1.7917,1.5718,0.6434,0.7743,0.6376,0.7616,1.6714,0.6722,0.9302,0.5346,0.3418,0.8248,0.7252,0.5123,0.825,0.9319,0.8541,1.251
2.419,2.1838,1.0599,0.637,0.8707,1.0638,0.9827,1.4533,0.6256,0.9741,0.4873,0.3311,0.7628,0.5801,0.5765,1.0861,0.7459,0.7819,1.1995
1.6897,1.5389,1.1848,0.9226,0.9844,0.6383,0.7057,1.1546,0.8169,0.963,0.4129,0.3932,0.761,0.4873,0.6269,0.984,1.0144,0.7052,0.8153
1.9063,1.6135,1.3499,0.8013,0.8961,0.7484,1.1815,1.0916,0.5028,0.5799,0.556,0.444,0.8163,0.5519,0.9591,1.0506,0.7577,0.8516,0.9297
2.2661,2.3087,1.0396,0.8077,0.9787,0.7749,1.0703,1.2539,0.7378,0.9796,0.6313,0.3945,0.681,0.5865,0.7249,0.8041,0.6634,0.8185,1.1164
1.8544,2.1297,1.4805,0.9,0.9247,1.0473,1.4247,1.4191,0.8221,0.6619,0.5346,0.3893,0.8402,0.4618,0.6411,1.3218,0.7406,0.7124,1.1807
1.7685,1.2716,1.1715,0.5966,1.1161,0.7728,0.9659,1.5274,0.731,0.8558,0.4316,0.5465,0.8319,0.6076,0.65,1.026,0.6861,0.79,0.891
2.4392,2.2999,1.4735,0.6445,0.9734,0.8379,1.1816,0.9879,0.775,0.8375,0.4725,0.4248,0.6872,0.5033,0.8678,0.8992,0.9386,0.663,1.0339
2.914,2.3251,1.2566,0.7165,1.0586,0.6525,1.037,1.3485,0.7797,1.2603,0.5191,0.6182,1.079,0.5032,0.5486,0.9914,1.0585,0.674,1.28
2.1193,2.4372,1.0916,0.6658,0.9897,0.8031,1.1777,0.9904,0.8711,1.1455,0.4134,0.4774,1.1534,0.7624,0.7645,1.0257,0.9925,0.5651,0.9153
2.4966,1.3591,1.3138,0.8228,1.0183,0.7195,0.8312,1.3698,0.6626,0.8708,0.5013,0.4108,1.11,0.5873,0.6463,0.9422,1.0774,0.5389,1.0646
2.3131,1.8114,1.1587,0.7436,0.9354,1.1197,0.9266,1.7397,1.04,0.9809,0.3497,0.4392,0.8768,0.545,0.5037,0.8149,0.5882,0.6951,1.1037
1.9347,2.049,1.1682,0.7131,0.9848,0.6282,0.8329,1.1126,0.667,0.8525,0.4104,0.3764,0.8018,0.7077,0.6276,1.1559,0.9549,0.6821,1.3346
2.3426,1.7071,1.3252,0.7339,1.0789,1.1836,1.0094,1.6121,0.7175,0.8884,0.484,0.5159,0.7434,0.4888,0.7088,0.831,0.8489,0.8457,0.892
2.5371,1.9651,0.9065,0.9048,0.7904,1.0264,1.0718,1.4384,0.8028,1.1382,0.4299,0.4232,0.9581,0.5386,0.4032,0.8526,0.812,1.0069,1.0997
2.9488,1.6036,1.2538,1.0187,1.1928,0.5712,0.7889,1.4649,0.8161,0.6692,0.3773,0.4422,0.8938,0.4815,0.5892,1.0666,0.7055,0.922,0.9395
1.1578,2.0099,1.5377,0.96,0.8118,0.547,0.9181,1.0661,0.6476,0.7097,0.4133,0.4267,0.7935,0.6133,0.6745,0.9888,0.6991,0.7173,0.9974
2.2317,1.2981,1.3323,0.8041,1.3678,0.644,1.1241,1.0294,0.6274,1.1363,0.4401,0.3555,0.8874,0.7212,0.5986,1.1,0.6988,0.8302,1.3837
1.93,1.8207,1.2579,0.7894,1.1242,0.7992,0.9484,1.5989,0.7761,0.8533,0.3829,0.2993,0.9833,0.4388,0.6387,1.112,0.7692,0.8042,1.1304
2.1046,1.8029,1.2092,0.8099,1.0663,0.5837,1.0647,1.1203,0.5546,0.7358,0.3142,0.4499,0.9414,0.6634,0.708,0.859,0.8731,1.2107,1.1269
2.2791,1.2045,1.1647,0.8035,0.8386,0.7646,0.8496,1.6021,0.7036,0.8219,0.523,0.3969,0.6158,0.5334,0.7045,1.2614,0.8345,0.9092,1.4394
2.0252,1.5104,1.2748,0.6826,0.831,0.6829,1.0858,1.4379,0.6718,0.8473,0.6502,0.4759,0.8219,0.4351,0.6405,1.12,0.7321,0.7298,1.0409
1.7025,1.6801,1.2955,0.7792,0.8434,1.0501,0.8575,1.371,0.7276,0.7981,0.4596,0.5586,0.9321,0.4417,0.607,1.1328,1.095,0.8247,1.4118
2.4596,1.3943,0.7929,0.703,1.0215,0.6782,1.0223,1.6327,0.5954,0.7409,0.6423,0.5377,0.9327,0.5624,0.699,1.1444,0.7715,0.6571,1.173
2.2363,1.8183,0.9451,0.8723,0.8756,0.8437,1.2744,1.3531,0.5957,1.0685,0.4443,0.3157,0.9325,0.592,0.5298,1.0006,0.9208,0.7273,1.2014
1.9519,1.4956,1.6464,1.0565,0.7026,0.8069,1.2175,1.726,0.652,1.3895,0.4673,0.5846,0.7914,0.4995,0.5323,0.921,0.6755,0.8608,0.8796
1.893,1.2043,1.4913,0.7527,0.9632,0.6174,1.0191,1.2881,0.6602,1.1058,0.4595,0.4956,0.6645,0.3597,0.7066,0.9544,0.9928,0.6199,0.98
1.9991,2.029,1.6036,0.6944,0.6942,0.6986,0.9261,1.24,0.9677,0.958,0.5118,0.4825,0.8708,0.5304,0.6018,1.0747,0.8171,0.6022,0.6665
2.3587,2.0626,0.9901,0.8277,0.8326,0.6084,1.1063,1.1148,0.6223,0.7202,0.349,0.5331,0.7595,0.7256,0.5108,0.8823,0.7121,0.5962,0.8788
1.5843,1.8733,1.2005,0.9499,0.9806,0.5823,1.0641,1.1723,0.7894,1.0238,0.4603,0.5003,0.9708,0.5101,0.5203,1.0964,0.8396,0.6479,0.8117
2.7533,2.0015,1.6426,0.6883,1.1782,0.7368,0.8493,1.3028,0.5627,0.9471,0.4943,0.3938,0.802,0.514,0.6669,1.0502,0.8147,0.8878,0.9529
1.8502,1.3225,1.4357,0.8409,1.1935,0.6462,0.9628,1.2903,0.6454,0.8072,0.6115,0.4213,0.7385,0.755,0.6873,0.8066,0.8004,0.7541,1.1307
1.7862,1.8324,0.9495,0.7232,0.7102,0.6449,1.2068,1.3821,0.4734,0.9185,0.5825,0.4148,0.7539,0.5318,0.719,1.155,0.953,0.9136,0.9375
1.9322,1.7619,1.0791,0.9647,0.7457,1.0558,0.8916,1.6046,0.7836,0.8835,0.5149,0.3793,0.733,0.3854,0.5236,1.0628,0.7123,0.9249,1.049
1.8409,1.5659,1.3395,0.6232,0.969,0.7534,1.0369,1.0983,0.7074,0.7849,0.589,0.3614,0.6014,0.5627,0.8866,0.8567,0.9737,0.8819,1.0116
1.6473,1.3594,1.1686,0.7005,0.6834,0.5704,1.0227,1.9537,0.5373,0.6716,0.5943,0.5574,0.8566,0.5231,0.7906,1.1951,0.8309,0.8533,0.9361
1.8349,1.7191,1.3563,0.6813,0.679,0.6495,0.8158,1.0768,0.6947,1.1764,0.4803,0.5271,0.8363,0.5517,0.6646,0.9687,0.8843,0.7469,1.2173
1.8337,2.4208,1.2281,0.8703,1.1313,0.9179,0.974,1.6449,0.7808,0.7355,0.6633,0.3635,0.6818,0.6069,0.7274,1.052,0.7547,1.1824,0.7381
2.243,2.3836,1.3237,0.7988,0.8434,0.5332,1.2846,1.4265,0.962,0.8033,0.4343,0.3753,0.8133,0.5955,0.6995,1.2191,0.6673,0.6435,1.0978
2.0209,2.2314,1.4862,0.6769,0.892,0.7935,1.1974,1.0228,0.8436,1.0947,0.5151,0.4846,1.0082,0.6751,0.5604,1.2111,0.7742,0.8199,1.0543
2.3633,2.7798,1.1223,0.889,0.951,0.6247,1.0229,1.5646,0.6511,0.922,0.4485,0.6049,0.7792,0.4944,0.5271,0.9909,0.931,0.6842,1.179
1.882,2.3664,1.417,0.5893,1.0599,0.5543,1.1531,1.4023,0.7336,0.8361,0.5889,0.5612,0.7584,0.4598,0.6561,0.8943,0.5666,0.6384,1.2883
2.097,1.1016,1.3146,0.7476,0.8453,0.7047,1.3311,1.3032,0.6474,0.9412,0.5148,0.5212,0.9308,0.4577,0.6201,0.9741,0.8451,0.8314,0.9533
2.1884,1.5741,1.0459,0.7697,0.9248,0.7061,1.0463,1.0283,0.8593,1.0899,0.5437,0.5317,1.1696,0.5695,0.588,1.222,0.7533,0.7492,1.3052
1.8721,1.6681,1.3437,0.6091,0.9762,0.9065,0.9565,1.9117,0.6462,0.8283,0.4108,0.4694,0.9841,0.4778,0.6715,1.1866,0.9239,0.7081,1.0269
2.2895,2.1882,1.2586,0.7579,0.7314,0.5019,0.8673,1.14,0.5532,0.7243,0.4044,0.46,0.7549,0.5699,0.4936,1.3882,0.7232,0.5719,1.1319
1.6663,1.4666,1.3203,0.6896,0.8949,0.5381,0.8399,1.5432,0.5579,0.7556,0.4436,0.3566,0.6084,0.5654,0.7305,1.0315,0.7278,0.6371,1.1251
2.1475,1.625,1.5035,0.7237,0.898,0.44,1.2023,1.4443,0.789,0.9087,0.3945,0.4103,0.6684,0.4984,0.7141,0.8444,1.0011,0.8545,0.9412
2.1999,2.3826,1.4539,0.6306,1.3139,0.6574,1.1245,1.2345,0.4729,0.8551,0.4931,0.4847,0.7437,0.5171,0.4973,1.1433,0.8673,0.8602,1.0843
2.8471,1.9157,1.5671,0.9357,0.7619,0.9839,1.0815,1.3299,0.5997,1.1674,0.4566,0.5592,0.885,0.903,0.5451,0.9592,0.766,0.8996,0.913
2.1276,1.3193,1.3196,0.6401,1.0798,0.7124,1.5749,1.4557,0.7183,0.9828,0.7079,0.3869,1.0874,0.6325,0.9027,0.6899,0.8596,0.5681,1.1135
2.1627,2.0083,1.3074,0.7952,0.7795,0.6577,0.9987,1.4947,0.6556,0.956,0.4506,0.5069,0.7121,0.6212,0.486,1.1767,0.8491,0.7046,0.8544
1.7949,1.8863,1.4941,0.5852,0.9171,0.619,0.963,1.3696,0.4634,1.431,0.3991,0.4945,0.8735,0.6477,0.5113,1.083,0.6501,0.6916,1.1848
1.858,1.6377,1.3305,0.7841,0.945,0.6907,1.3092,0.9452,0.7227,1.1118,0.4542,0.4541,0.923,0.5254,0.6044,1.1013,0.942,0.6169,0.9967
1.7894,2.3341,1.3954,0.8159,0.9057,0.6643,1.1381,1.2013,0.6803,0.9985,0.4859,0.4995,0.9616,0.4792,0.7762,1.2496,0.8184,0.7178,0.8751
2.5391,1.974,1.2617,0.6443,0.8444,0.8343,0.8341,1.194,0.9573,1.0731,0.4021,0.3594,0.9694,0.5102,0.6179,1.2453,0.8346,0.6733,1.1918
1.8948,1.9293,1.3437,0.6248,1.4688,0.7403,1.2571,1.3731,0.5598,1.5149,0.4746,0.3408,0.9121,0.5874,0.4897,1.0597,1.0525,0.7719,1.0164
2.1634,2.0544,0.9472,0.7431,1.0205,0.8714,0.8061,1.8434,0.6739,1.0169,0.4229,0.3648,0.8814,0.7242,0.7357,1.0074,0.6757,0.6646,0.9441
2.5186,1.4498,1.4339,0.8013,1.1765,0.8803,0.9991,1.9575,0.7534,0.9145,0.4474,0.4863,0.8636,0.6537,0.6446,0.8824,0.8143,0.8835,1.1581
3.3356,2.4209,1.1802,1.0952,0.9722,0.8043,1.0835,1.2949,0.6841,0.8284,0.502,0.4528,0.8414,0.6522,0.5228,0.7746,0.7693,0.6276,1.0643
2.2457,1.9876,1.5921,0.6766,0.7536,0.6892,1.165,1.3869,0.6603,1.0932,0.434,0.4703,0.8553,0.6685,0.5729,1.1647,0.7366,0.8709,0.948
2.4712,2.0411,1.2921,0.6134,0.9296,0.9639,0.9133,1.2225,0.6122,0.9886,0.4458,0.4627,0.883,0.6015,0.7937,1.1888,0.6008,0.7643,1.1257
1.2195,2.2708,1.5667,0.822,1.0173,0.5219,0.7313,1.1552,0.5029,0.924,0.7287,0.4313,0.8854,0.4978,0.9432,0.6745,0.7449,0.6274,0.9023
2.1154,1.9476,1.0458,0.8378,0.8356,0.8151,1.0585,1.2002,0.5619,1.1233,0.5361,0.351,1.0265,0.5508,0.5873,0.9969,0.6257,0.6658,1.0507
1.7921,1.2914,1.4351,1.0319,0.9597,1.0476,1.0995,1.3665,0.6202,0.9839,0.6291,0.4188,0.6791,0.5177,0.7907,1.0282,0.9824,0.7348,1.1472
2.173,1.3748,1.0057,0.8041,1.1022,0.6768,1.0273,1.2811,0.6417,1.1607,0.5541,0.3932,0.7296,0.4288,0.6368,0.95,0.8609,0.6729,1.0724
1.3858,1.5434,1.2229,0.7605,0.814,0.7371,0.8196,1.1941,0.7382,0.8952,0.5306,0.3676,0.9512,0.6245,0.734,0.6784,0.763,0.5915,1.0612
1.9335,1.8401,1.2599,0.6836,1.0391,0.8988,1.2798,1.3265,0.8258,0.9306,0.4377,0.4898,0.881,0.4967,0.4475,1.092,0.7426,0.7754,0.8477
2.1341,1.4371,1.2087,0.7763,0.8222,0.7146,0.9627,1.4346,0.7227,1.0928,0.3839,0.4205,0.8281,0.5016,0.6027,0.9892,0.6317,0.6748,0.8292
1.8965,2.6071,1.1516,0.6131,0.9903,0.7645,1.0673,1.4496,0.523,1.2896,0.5421,0.4821,1.0498,0.5753,0.4858,0.9369,0.8416,0.8127,1.2886
1.8849,1.6452,1.3189,0.7062,0.8954,0.6248,1.2515,1.3651,0.7001,0.9218,0.7393,0.3997,0.8947,0.4882,0.8275,1.0565,0.5385,0.7638,0.7231
2.4169,1.495,1.0756,0.9777,1.2808,0.8068,1.0648,1.4346,0.9254,1.0218,0.5187,0.5548,0.9952,0.5721,0.6499,0.8625,0.7799,0.6152,0.9385
1.8979,1.4286,1.3371,0.6579,0.7787,0.8211,0.9824,1.3978,0.5042,1.0048,0.4541,0.331,0.7201,0.3631,0.7189,0.9896,0.8401,0.8886,1.0121
2.1004,1.7576,1.2008,0.7508,0.8686,0.5696,1.1931,1.5466,0.6096,0.7952,0.4846,0.403,1.0158,0.6317,0.4557,0.7897,0.7517,0.6806,1.0527
1.4139,2.552,1.3233,0.9629,0.7956,0.6888,1.1564,1.5804,0.5008,0.892,0.534,0.4038,0.7906,0.5508,0.6153,1.0413,0.6976,0.6828,1.2994
2.8015,1.8606,1.452,0.7145,0.9553,0.7686,0.9071,1.1253,0.6899,1.0445,0.5218,0.4662,0.6871,0.6378,0.6681,0.8201,0.774,0.569,1.227
2.2757,1.3292,1.527,0.9487,0.8334,0.6614,1.0385,1.2318,0.7847,0.7543,0.5084,0.6228,0.6849,0.5091,0.5814,1.0613,1.0535,0.7803,0.9851
2.0363,1.7259,0.9662,0.8221,0.9516,0.6652,0.8714,1.1974,0.8647,0.8037,0.5155,0.5407,0.9266,0.5579,0.5563,0.992,0.9761,0.63,1.055
1.6211,1.6699,0.8571,0.8909,0.7116,0.7744,1.4183,1.3628,0.8953,1.1313,0.4564,0.4163,0.7824,0.5172,0.5904,0.953,0.7645,0.8291,0.9526
2.2465,2.2372,1.456,0.6113,0.8315,0.7568,0.7635,1.4105,0.6822,0.9051,0.4452,0.441,0.7135,0.5873,0.6282,0.8101,0.7889,0.7561,0.8801
1.8527,1.3919,0.9972,0.7761,1.0594,0.7439,1.1552,1.5971,0.8134,0.8173,0.3842,0.3554,0.7488,0.4714,0.6228,1.0054,0.7153,0.6314,1.105
2.0936,1.1373,1.0479,0.7929,0.9906,0.6535,0.9758,1.2278,0.6611,1.0816,0.5909,0.4401,0.7533,0.6146,0.7727,1.0544,0.958,0.8461,0.8053
1.9242,1.662,1.3999,0.9667,0.8114,0.8793,0.7627,1.3448,0.6262,0.7604,0.4077,0.5105,0.9198,0.4671,0.6423,0.9291,0.9004,0.8747,1.1083
2.4521,2.0288,1.4097,0.7162,0.668,0.9085,1.009,1.75,0.7328,0.8197,0.5484,0.3715,0.8529,0.5082,0.5087,0.9504,0.9114,1.1711,0.6205
2.9219,1.879,1.2766,1.0896,0.8994,0.6797,1.2035,1.5122,0.8649,0.85,0.4711,0.4834,0.7447,0.42,0.6942,1.2598,0.7751,0.8491,1.4057
1.6007,1.7956,1.7203,0.8588,1.0048,0.8647,1.1391,1.3221,0.5831,0.8807,0.6301,0.4955,0.7551,0.7194,0.6937,0.869,0.7889,0.8649,0.9835
1.7751,2.6697,1.1436,0.6793,0.9614,0.8671,0.7773,1.125,0.6305,0.8932,0.3824,0.4456,0.642,0.6004,0.4533,0.8588,0.7734,0.9156,1.0519
1.556,1.7566,1.1563,0.5867,0.7674,0.8328,0.7811,1.2995,0.6038,0.7528,0.567,0.4298,0.8912,0.478,0.6085,0.7114,0.8677,0.7096,0.9911
2.4472,1.0917,1.5334,0.7178,0.941,0.8884,1.1036,1.1179,0.6334,1.1758,0.5051,0.4756,0.7708,0.61,0.5837,0.7679,0.7745,0.5027,1.0288
1.791,1.7472,0.8589,1.0234,0.8989,0.7753,0.8673,1.6972,0.5807,1.1624,0.5919,0.5484,0.9989,0.5094,0.5695,1.0129,0.9695,0.701,1.3147
1.8648,2.182,1.3458,0.5992,0.9467,0.6362,1.0924,1.4171,0.4609,0.7347,0.5451,0.6238,0.8756,0.6192,0.5581,0.8011,0.8017,0.7298,0.8912
1.9061,2.7819,1.8618,0.6757,0.7407,0.6221,1.2667,1.5213,0.6418,0.9944,0.3856,0.5106,0.8297,0.5669,0.6094,0.8921,0.8516,0.5478,1.1225
3.0091,2.2696,1.3316,0.8905,1.1087,0.6443,0.9952,1.4042,0.743,0.944,0.4152,0.4934,0.6951,0.4521,0.5856,0.9596,0.7344,0.6984,0.9208
1.592,1.4787,1.2099,0.7692,1.0511,0.7208,1.0723,1.3623,0.5357,1.2256,0.2905,0.4037,0.8873,0.5761,0.5291,0.9418,0.7123,0.8104,0.9728
1.7476,1.8686,1.2732,0.9547,0.8457,0.8023,0.9452,1.202,0.6422,1.0717,0.498,0.6404,0.6424,0.4781,0.6935,0.8188,1.0817,0.8024,0.7634
2.3743,1.9137,1.1799,0.9095,0.9374,0.7673,0.8591,1.3025,0.6266,1.0371,0.3965,0.429,0.6839,0.5589,0.7986,0.8911,0.8121,0.6584,1.0501
1.9842,1.9436,1.2706,0.8036,0.818,0.6213,1.2631,1.5332,0.6652,0.7832,0.5747,0.6711,0.6732,0.635,0.6868,1.1015,0.9127,0.8362,0.718
1.9534,1.704,1.1512,0.8804,0.7759,0.9032,0.9213,1.2839,0.6342,0.9888,0.451,0.5754,0.6435,0.3934,0.6794,1.1146,0.7472,0.6834,0.8135
2.3279,1.8922,1.3277,0.7192,0.914,0.828,1.0872,1.1378,0.5317,0.7603,0.5005,0.5963,0.734,0.6033,0.8463,0.7237,0.9538,0.8866,1.2105
2.0068,2.2588,1.2999,0.6969,1.0147,0.8123,0.9119,1.127,0.5322,0.8963,0.5867,0.4271,0.7975,0.4342,0.4967,1.184,0.8587,0.6082,1.1164
1.4256,1.9918,1.1923,0.6853,0.8765,0.5726,1.3914,1.632,0.7028,1.0791,0.5001,0.3812,1.038,0.5188,0.6978,0.8671,0.8323,0.7418,1.0762
2.6068,1.2334,1.281,0.7172,1.1269,0.8791,0.9412,1.0655,0.6563,1.469,0.548,0.4143,0.6138,0.5867,0.8791,1.3743,0.8363,0.7872,0.9212
2.4754,1.97,1.1718,0.828,0.9682,0.6137,0.8813,1.6174,0.5005,1.2139,0.3888,0.5663,0.658,0.4749,0.6919,1.1719,0.9898,0.721,1.0409
1.9162,2.5407,1.222,1.162,0.8114,0.6609,0.989,1.5771,0.6579,1.1088,0.5495,0.6919,1.0598,0.633,0.6137,0.9426,0.8864,0.6372,0.9514
2.2093,1.6361,1.0766,0.5856,1.1861,0.7494,1.0581,1.1579,0.759,0.891,0.4624,0.5048,0.9073,0.3877,0.6937,1.0433,0.9663,0.8457,1.1066
2.7531,1.2204,1.2626,1.0017,1.0221,0.754,0.8994,1.1401,0.6224,1.1064,0.328,0.4302,0.8222,0.5321,0.6432,0.8618,0.6639,0.6149,1.0826
2.2797,1.1819,1.353,0.7915,1.2325,0.7376,0.7776,1.0092,0.6926,1.3897,0.4555,0.4248,0.7593,0.6031,0.5318,0.9773,0.6748,0.6086,0.8419
3.6251,1.5874,1.344,0.6868,0.726,0.4997,0.8764,1.6189,0.5383,1.3291,0.6604,0.4576,0.5779,0.4504,0.3838,1.1465,0.8435,0.8957,0.9206
1.9009,1.3518,1.4405,0.6711,0.9108,0.7563,0.8761,1.1535,0.8068,1.0713,0.6505,0.5882,0.6907,0.4292,0.5957,0.9323,0.797,0.8172,0.9228
1.9836,1.9192,1.052,0.6707,1.0722,0.5794,1.0842,1.03,0.6408,0.9309,0.4461,0.3523,0.6993,0.7168,0.6644,1.0294,0.7596,0.7552,1.0752
2.8455,1.92,1.3451,0.8237,0.9402,0.9161,1.1164,1.5902,0.8269,1.096,0.4132,0.5788,0.9134,0.8394,0.4475,0.9881,0.7378,0.8456,0.9258
2.0382,1.7553,1.0324,0.9454,1.1745,0.8238,1.3331,1.3085,0.6907,1.2002,0.455,0.3575,0.7281,0.609,0.6494,0.9076,0.7829,0.6647,0.8692
3.1406,1.7756,1.3824,0.8202,1.0004,0.5789,0.8918,1.4987,0.8826,0.9543,0.4255,0.5494,1.1816,0.4093,0.6784,1.2884,0.8412,0.8468,1.0826
2.4831,1.4053,1.2769,0.6838,0.7054,0.6169,0.8492,1.4237,0.634,1.0287,0.4194,0.5155,0.8668,0.6392,0.5489,1.0198,0.8872,0.8286,0.966
2.8616,1.7654,1.0579,0.7929,0.8296,0.6597,1.1634,1.5876,0.7813,1.408,0.5068,0.4946,0.7441,0.751,0.702,0.7293,1.0664,0.7263,1.2647
1.8063,1.5052,1.3705,0.982,0.7667,0.738,0.9914,1.2887,0.7612,1.0215,0.4951,0.5613,0.5954,0.5383,0.8727,1.0688,0.5723,0.7643,1.0668
2.2385,1.5687,1.3852,0.7818,1.2382,0.7078,0.9364,1.3302,0.7115,0.8514,0.4677,0.5814,0.8587,0.4433,0.5256,1.0273,0.6724,0.92,0.8881
2.1348,1.3474,1.4683,0.931,1.3394,0.9211,0.9826,1.1015,0.8177,1.0799,0.4287,0.3445,1.1833,0.5171,0.6286,1.0957,0.8,0.6342,1.0991
1.7912,1.3438,1.4584,0.764,0.8697,0.5633,1.1362,1.3283,0.6248,0.7832,0.3774,0.4563,0.5555,0.7,0.5981,0.9567,0.7207,0.6701,1.4352
1.3248,2.6798,1.273,0.7795,1.03,0.6993,1.0285,1.1676,0.6167,0.8964,0.4085,0.3474,0.7042,0.435,0.5324,1.2136,0.754,0.9204,1.1072
1.7982,1.1811,1.5698,0.7247,0.7646,0.6717,1.0703,1.5067,0.8065,0.9802,0.4308,0.6754,0.8108,0.4667,0.5008,1.0998,0.8331,0.7497,1.153
2.1923,1.9421,1.3462,0.7965,0.954,0.5735,1.2616,1.262,0.6654,0.8909,0.5328,0.4467,0.6945,0.7007,0.5536,0.7827,1.1632,0.7439,1.2113
2.7054,1.3509,1.0377,0.6884,0.9732,0.7594,1.1468,1.2866,0.6775,1.0902,0.4043,0.4962,0.8754,0.458,0.4579,1.0268,0.8799,0.828,1.0954
2.5299,1.8956,1.0364,0.7257,0.7592,0.7099,1.0165,1.5819,0.7256,0.9296,0.504,0.4451,1.0498,0.5012,0.619,0.7902,0.8718,0.8808,1.0435
1.6278,1.2228,1.271,0.8524,0.9684,0.5623,0.7797,1.5615,0.7805,1.2101,0.4051,0.5257,0.8757,0.5654,0.6406,1.2307,0.6872,0.7009,1.1015
2.4476,1.5101,1.1164,0.6458,0.8066,0.9027,1.2997,1.374,0.7701,1.1125,0.5658,0.5383,0.7301,0.561,0.758,0.7702,0.7883,0.9165,0.8396
1.9065,1.8505,1.3595,0.7154,0.9115,0.9362,1.1174,1.1938,0.6527,1.0585,0.572,0.3493,0.7797,0.4611,0.6447,1.0796,0.898,0.9749,0.8716
2.0532,1.6076,1.1305,1.1327,0.9418,1.0103,1.0608,1.0615,0.5192,1.1468,0.4362,0.6685,0.8417,0.4361,0.5984,1.1523,0.9531,0.6882,1.1918
2.2689,1.7754,1.4332,0.6758,0.9845,0.8312,1.0067,1.3106,0.7626,1.5659,0.456,0.3907,0.7241,0.475,0.4964,0.9922,0.9273,0.868,0.8901
2.4468,2.0324,1.2314,0.9128,0.9074,0.7528,1.1887,1.4969,0.6063,0.9739,0.3835,0.4201,1.0467,0.5752,0.608,1.1338,0.8174,0.907,1.3706
